dataset,original_model,num_blocks,point_count,mean_Y,var_Y,mean_U,var_U,mean_V,var_V,Y_variance_share,UV_variance_share,tv6_mean_degree,tv6_D111,retention_level1,r5_E_D111,retention_level2,r4_E_D111,retention_level3,r3_E_D111,retention_level4,r2_E_D111,retention_level5,r1_E_D111,r1_energy_share,r2_energy_share,r3_energy_share,r4_energy_share,r5_energy_share,r45_energy_share,r5_over_r4
RWTT_Train,RWT116,32,1904088,0.4742493016923379,0.005330161873061207,0.3986269157295477,0.0004381044792904354,0.5806041063743136,0.0002694561355772729,0.882810013828506,0.11718998617149406,3.6032798904252323,0.0001118636752988389,0.2754977711114192,5.416840757144271e-05,0.26156752552557133,9.668457573268975e-05,0.2577854545189526,0.00016768003350612357,0.26004353849198497,0.0002551204352262048,0.2584257447271146,0.00035999248613013805,0.385577092358004,0.27325180220586076,0.17959702565128377,0.10355593247966066,0.0580181473051907,0.16157407978485136,0.5602590398824906
RWTT_Train,RWT117,16,853383,0.3855917543494435,0.013610678542845173,0.502973961961294,0.00022217881355518498,0.5042556482684871,0.00011667644036195135,0.9757084889822064,0.024291511017793636,3.869416194135576,0.0015811374253277318,0.2593923244311171,0.0006921299246644218,0.25304367074597606,0.0006665306063934958,0.24877709144142535,0.0007462198035904743,0.2482956584140653,0.0007985234618012161,0.26011560693641617,0.0007963344426576185,0.21524075250517716,0.21583242115904544,0.20169529717068377,0.18015615249427333,0.1870753766708203,0.3672315291650936,1.0384068158691773
RWTT_Train,RWT118,16,1454442,0.3515205230785664,0.023084146571059005,0.48478541719565893,0.0004917520489921001,0.49970838514418336,0.00010644471695428481,0.9747408118599624,0.025259188140037594,3.6943556360446137,0.0039072679375642665,0.2703002251035105,0.0015383655015604205,0.25687293964429614,0.000945572726261064,0.2506783118452063,0.0007938288344118151,0.2550661663045625,0.0007546803205790247,0.2570853337463218,0.0007314903024674642,0.15354741199233454,0.1584152376532822,0.1666329173164223,0.19848553627869928,0.3229188967592618,0.5214044330379611,1.626913994911156
RWTT_Train,RWT119,16,1002726,0.40008545104085275,0.03062300016279665,0.4448437041213906,0.000884757470422104,0.5338876114378758,0.0004996019573095811,0.956748715125463,0.043251284874537006,3.805729581161753,0.002591401048359235,0.26334611848102074,0.0010961443070590458,0.2533476732913233,0.0009732401309952523,0.24741405082212256,0.0012427687800936208,0.2376147897535041,0.001641700751945622,0.24891939994914825,0.0019628433423896376,0.28378332225802616,0.23735327393649255,0.17967661789257214,0.1407087930881057,0.15847799282480332,0.29918678591290904,1.126283506145713
RWTT_Train,RWT12,16,1463811,0.48437208935209725,0.007059691527182249,0.4814653955182116,6.627851218576897e-06,0.5208808746967735,6.8610109499323e-06,0.9980929565731396,0.0019070434268603927,3.6452807090532864,0.00020565956665195088,0.2730489113690224,8.426116756728378e-05,0.2594197532099717,7.44428118176264e-05,0.25143700331764524,9.946833780004488e-05,0.2538836254842545,0.00015700472049736997,0.25623205922344766,0.0002599703041487496,0.3850571394440823,0.23254882418933284,0.147328340996316,0.11026157877735138,0.12480411659291753,0.23506569537026892,1.1318912532980465
RWTT_Train,RWT120,32,1880002,0.45499809595117807,0.028671556954560667,0.49102480906403917,0.00037878009121558587,0.5065657311565216,0.00012999854884482298,0.9825643321198062,0.017435667880193743,3.645132292412455,0.0008188836044820865,0.2736411982540444,0.000333637616566371,0.2598698405663568,0.0002824918583273772,0.25471803962928885,0.00036997224938866737,0.25683493377969635,0.0005926907507610073,0.2468557054653556,0.0010679340269270513,0.4034923994345392,0.22393350817311578,0.1397848433199369,0.10673254607798105,0.1260567029944271,0.23278924907240814,1.1810521497569018
RWTT_Train,RWT121,32,2066507,0.46891096895657636,0.020403855977117136,0.49134680738755815,0.0002482505167251403,0.510398451197242,0.00016654674702598626,0.9800756917869762,0.019924308213023826,3.529726248205305,0.00010844828883212585,0.28074814167094525,5.36438029030643e-05,0.2636994801505771,0.00010508293144178646,0.2572586443558402,0.00021624950736689653,0.25232481325270595,0.0003976958918883663,0.2528446279327359,0.000623856113796506,0.44671929476506206,0.2847746851019614,0.15484792933478045,0.07524583311342252,0.038412257684773674,0.11365809079819618,0.5104901639785501
RWTT_Train,RWT122,32,1811311,0.5050929545138447,0.014468129317355305,0.49947770118966717,0.0001640368831268002,0.5038997209507017,0.00012378336890450647,0.9804946302724948,0.01950536972750518,3.589690561146043,0.00016677595550948374,0.2769419497811254,7.641589857525392e-05,0.2619431132233448,0.00012021278049141783,0.25431132893955766,0.00022933204305703364,0.24838400766100072,0.0004373100415643232,0.24963855421686748,0.0007376648409152002,0.4607710883524393,0.27315904543999747,0.14324876178506293,0.0750890792520109,0.04773202517048936,0.12282110442250026,0.635671999789651
RWTT_Train,RWT123,8,630517,0.42038844181002877,0.015053717533952626,0.49158025069800065,0.0003843758014630827,0.5045778861896334,7.371337123202037e-05,0.9704683547598112,0.02953164524018886,3.82376684530314,0.0013818771218829674,0.2614505239351199,0.0005885401434236884,0.25312255458025223,0.0005284205815825255,0.2495266853595993,0.0005990018527704754,0.25259316173645796,0.0006834362441916748,0.25779467680608364,0.0006551708172452489,0.21448874788591168,0.22374223701366416,0.1961002443947181,0.17299346356318962,0.1926753071425164,0.365668770705706,1.1137721806011334
RWTT_Train,RWT124,16,1454605,0.44628387941156705,0.016219745731297197,0.488323988398868,0.0004729002452369957,0.5121350231228694,0.00044716421698598463,0.9463200320286618,0.05367996797133827,3.659829300738001,0.0009305230046483095,0.2725819036783182,0.0004259153259520772,0.25988716238880805,0.0005856429997829395,0.25536416128875733,0.000802928363497568,0.24830888500418027,0.0010132655756773733,0.2603305785123967,0.001136937100359162,0.28676574521040377,0.2555725007244278,0.2025198671379557,0.14771472512151945,0.1074271618056933,0.25514188692721274,0.7272610209802505
RWTT_Train,RWT125,32,1933372,0.5057208378449657,0.02500248807251032,0.5209097209617358,0.0006820643639129931,0.48655286465867736,0.0005302391439318266,0.9537549820249841,0.04624501797501593,3.57998046935613,0.0008850260202471086,0.27785082229389896,0.00037015091398837855,0.2617030505092249,0.00032647125727260665,0.2556478688897741,0.0003784438190980941,0.23878686700055649,0.000693969327253996,0.24726171055697974,0.000948541254217702,0.34903938459356404,0.2553633021594982,0.13925783104729372,0.12013323218071072,0.1362062500189333,0.25633948219964403,1.1337932689103438
RWTT_Train,RWT126,16,1459619,0.4669124228672162,0.01259393186754304,0.48569861495554073,0.00017428286456738773,0.5114624047808776,9.54350713019414e-05,0.9790325498601664,0.020967450139833598,3.653119067373061,9.941678208915284e-05,0.2725930533927004,5.09038467881527e-05,0.2588656938489301,0.00010698489463151201,0.2529854948639779,0.0002342666281026221,0.2481482902866792,0.00040176124366176697,0.25657284256108875,0.000536550449192954,0.40327976871096294,0.30197007879622495,0.17607848756817937,0.08041153190246828,0.03826013302216446,0.11867166492463274,0.4758040559228551
RWTT_Train,RWT127,16,864640,0.2836670477886697,0.03363264257661333,0.49672483373335813,0.0006527980137212008,0.5159911967306531,0.000626996153297199,0.9633427429767748,0.036657257023225205,3.7516099185788305,0.00010858528493506037,0.2664137675795707,5.1417002147560645e-05,0.2591729179690213,7.813937929662897e-05,0.25480310212559254,0.00014358457158159928,0.2560478569550355,0.00031334702455788275,0.2559691912708601,0.0005749437016193069,0.495030152797155,0.26979376416950684,0.1236272216030243,0.06727849833599456,0.044270363094319136,0.1115488614303137,0.658016516260948
RWTT_Train,RWT128,16,973501,0.4718474919278004,0.016242703044571233,0.516032300096721,0.00036446247753096905,0.4875786208705283,0.00027324504350645373,0.9622220372804997,0.0377779627195003,3.7399797226710603,9.052985508420666e-05,0.2674080458058081,4.441204209029575e-05,0.25867195242814667,8.576850841957173e-05,0.2539279455879295,0.00018079951595846634,0.2587870635709691,0.00036512394219777273,0.24361581920903955,0.0007897986592254512,0.5387797406504738,0.2490778891363497,0.12333664432067275,0.05850900629230355,0.03029671960020008,0.08880572589250364,0.5178129235154246
RWTT_Train,RWT129,16,1213193,0.4678367028033727,0.03423634381042101,0.520804303367714,0.0012090450943968434,0.4834266648939109,0.0009502445829562001,0.9406717380512586,0.05932826194874139,3.7966621963694154,0.0006151471976514492,0.26340656433065474,0.0002800012555278342,0.25717620625666926,0.00036088249679959965,0.25507398033680523,0.000528262046939068,0.2571673901636216,0.0008305792823136517,0.26191801150064925,0.001180973433378397,0.37129373558178524,0.2611310938171314,0.16608365881101186,0.11346013936951282,0.08803137242055871,0.20149151179007152,0.7758792903811034
RWTT_Train,RWT13,16,832331,0.3701438363899288,0.02561314377895202,0.49103383011677065,0.00029067605651678097,0.509398427331942,0.0002604684907595578,0.9789352364411974,0.021064763558802577,3.8336671348297733,0.0031264685524535728,0.26151374873698086,0.0013066159042509173,0.25644795236738854,0.0011844087418130874,0.25523109996417054,0.0014243488496991168,0.2472801291499965,0.0014800536898744324,0.25972182798751065,0.001409029210391052,0.20707447125584147,0.2175124071245809,0.20932588392078352,0.17406368310396741,0.1920235545948268,0.36608723769879425,1.1031798889383033
RWTT_Train,RWT130,32,3122185,0.36812796247424306,0.022241018723255485,0.4025200256971857,0.0047576109720045,0.5595575033886974,0.006565085243284863,0.6626506858367371,0.3373493141632628,3.449759062963918,0.0008661414869708202,0.28238589321260593,0.0003870512616633939,0.24968440250844712,0.000594153660386043,0.24664640655591746,0.0008141883223503568,0.2512892294091646,0.0010455139128076538,0.25322486074464967,0.001200465409804017,0.29704398441338054,0.2587026797137874,0.20146331694245084,0.14701778926198109,0.09577222966840016,0.24279001893038124,0.651432933042797
RWTT_Train,RWT131,16,1533248,0.5198065249615478,0.036808620142995574,0.49487387234379304,0.00016813387870792673,0.5144740295341208,0.00029477643899578077,0.9875800560915571,0.01241994390844294,3.6685845994907544,0.00021827626174817798,0.27179034311474726,0.00010431564728733608,0.25965991716300074,0.00017893591938527952,0.2559469900005545,0.0003565140728999066,0.25329481855930674,0.0006270461789312248,0.25531004989308625,0.0010794062233027292,0.46006219544353927,0.26725827171989053,0.15195266021627202,0.07626568213050965,0.0444611904897884,0.12072687262029805,0.5829776807569124
RWTT_Train,RWT132,32,2814262,0.34653501524955965,0.016048708087764027,0.4744831922264386,0.0012433957736107948,0.5316149109213212,0.0012944836937646698,0.8634564058708184,0.1365435941291816,3.379708783332895,0.00017931465145626783,0.29030772543565597,7.97868146057736e-05,0.26557952122516226,0.00010898290352409244,0.2581816673502966,0.00017697555932042838,0.2570332024277044,0.00028311019009039074,0.2547399124939232,0.0004503249081830608,0.4096915466549776,0.257564814968589,0.16100684039587254,0.0991492442287587,0.07258755375180224,0.17173679798056096,0.7321039541595203
RWTT_Train,RWT133,16,1464424,0.4718127031570023,0.009033322735727517,0.4702519333388006,6.42692826736957e-05,0.5209235129695093,2.1352093740156786e-05,0.9906106041049366,0.009389395895063372,3.639661737311052,0.00017319137138935062,0.2738093612232523,8.292210477128059e-05,0.2595311903794021,0.0001255882625807848,0.25362033344544277,0.00018466161321821508,0.24972530595233586,0.0002742704308485517,0.2609619177666515,0.0003194033008073248,0.32366082848635475,0.277926354090189,0.1871230841158034,0.1272623075976881,0.08402742570996467,0.2112897333076528,0.6602695432460565
RWTT_Train,RWT134,32,2338725,0.4697145631847806,0.02837028856625698,0.3968534166031045,0.0027158453390269954,0.5662663286410224,0.0014162219181177993,0.8728686843625748,0.12713131563742516,3.486166180290543,0.0010372031922452115,0.2834232327443372,0.0004430591790181271,0.26386250865581756,0.0004077268120142982,0.25811744929988967,0.00042588143072630713,0.25438033004762434,0.000591871029103105,0.26872169975618254,0.0008474129757810273,0.3120133031349895,0.2179240111943774,0.15680745485670594,0.15012301325222205,0.16313221756170507,0.31325523081392714,1.0866569623647655
RWTT_Train,RWT135,16,990564,0.4775177167162077,0.014499179827903691,0.497836621307587,7.262609481251125e-05,0.5036778269989551,0.0002050239870212689,0.9812104434083783,0.018789556591621685,3.7588686849108184,0.0003497366021626047,0.2657910039129223,0.0001593315719635802,0.2582088475138919,0.00021740476363800622,0.2586272836927422,0.00036083208819314366,0.25327039017176656,0.0006060945044306396,0.24927015495171795,0.0010775477800967354,0.44504502495095694,0.25032703776973714,0.1490296102494936,0.08979175702913827,0.06580657000067405,0.15559832702981233,0.7328798564362562
RWTT_Train,RWT136,16,834365,0.24308788278229393,0.02954532466085743,0.5354810240686632,0.0015648434947785894,0.4957734143154581,0.0009510844061093315,0.9215274607240436,0.07847253927595643,3.763710126862944,0.0018870259314727577,0.2655073019601733,0.0007094900845372483,0.2570577348440392,0.00034810743507423977,0.25450426720050573,0.0003023130476222185,0.25260470572000276,0.00039469935226453187,0.23818628789948101,0.0005168549978337084,0.22754258447487014,0.17376422997020974,0.13309166490553337,0.15325239338634616,0.3123491272630406,0.4656015206493868,2.0381353945684544
RWTT_Train,RWT137,16,1104000,0.5059563776640952,0.009440474438389412,0.41558467784880715,0.000805418342958858,0.5078620880789982,0.00015887076684090173,0.9073223427583241,0.0926776572416759,3.8042789855072465,0.0009894867433917942,0.2632608695652174,0.0004015784927806128,0.2559145334434352,0.0002803064192813067,0.254950994232243,0.00036069395996487987,0.2549702051363181,0.0004010353428716162,0.2626680455015512,0.00043190647312136996,0.2302861684652415,0.21382613662077904,0.1923167055788162,0.149455253184789,0.21411573615037424,0.36357098933516324,1.4326410854601275
RWTT_Train,RWT138,32,2904628,0.2880816053458755,0.01974897043985062,0.5148552811892322,0.000775371405447034,0.48948372031138787,0.0010673135483945384,0.9146575415250515,0.08534245847494844,3.5839556734976044,0.00021307703706283066,0.27768065308190926,0.00010088903461554131,0.2581187489073955,0.00016190677150829973,0.25381866389993657,0.0002198177622188407,0.25343476779834223,0.0003038669968160133,0.248805256869773,0.0004216555501781476,0.3490132815544423,0.2515171866468801,0.18194784464129105,0.13401368393259083,0.08350800322479579,0.21752168715738662,0.6231304205233288
RWTT_Train,RWT139,16,1586993,0.3710937308458212,0.00457710849859011,0.5050145263969007,0.0009053357083694813,0.49771965188610184,0.0007880480806737866,0.729944044045322,0.2700559559546781,3.6773079654415617,8.297857956952458e-05,0.27105349551006214,3.845205826689963e-05,0.2597731076808629,5.7177309508153046e-05,0.2549577605956472,9.652074589340966e-05,0.25342225342225344,0.0001579623362287972,0.2502770083102493,0.0002456703324737856,0.41234882870580436,0.2651341074345121,0.16200660500675212,0.09597006023001152,0.06454039862291998,0.16051045885293147,0.6725055550474383
RWTT_Train,RWT140,32,2108815,0.4015790590896538,0.013205028732830942,0.46204737253187417,0.0022620061001332736,0.5661553775898646,0.00690838804603322,0.5901577281574315,0.4098422718425685,3.8189997700130167,0.00037597291809437415,0.2623373790493713,0.00016514421359947008,0.25375573233843257,0.00024832262246320987,0.24934643083564248,0.0004139685818524851,0.24845731916352418,0.0006135306958582683,0.2522708980108083,0.0007824077150984046,0.35190110854880674,0.27594581167197596,0.18618937421897105,0.11168730118102149,0.07427640437922485,0.18596370556024633,0.6650389399134867
RWTT_Train,RWT141,32,2164088,0.34568355143903273,0.011622424753339744,0.49552021990909745,0.00022477308490176373,0.5059217675520027,0.00028402050116205224,0.9580591518651348,0.04194084813486517,3.699495584283079,0.00046485088015573925,0.2700079664043237,0.00021031307160531055,0.2567715348241805,0.00027425138824767326,0.2500516539253651,0.0003785570492616945,0.25215235759788895,0.00043906663038819797,0.20465116279069767,0.0011420840755537647,0.46724913392156664,0.17963082331156127,0.1548751595382032,0.11220165518320473,0.08604322804546424,0.19824488322866896,0.766862377430809
RWTT_Train,RWT142,32,2022687,0.4396522036863388,0.019598125011821094,0.5030494494950795,0.0004087017994081066,0.5008227820773739,0.00028429768329740757,0.9658471622461118,0.03415283775388821,3.80158571247059,0.0018174283364697458,0.2630120231157861,0.0007573764024534579,0.24844029316285426,0.0006975588281470692,0.2430467284062708,0.0008076540658371147,0.2376801668586371,0.0009651586150062124,0.23274394237066143,0.0009591305749030605,0.22908010777735985,0.23051985343102735,0.1929012433656271,0.166605940540609,0.18089285488537665,0.34749879542598566,1.0857527306553951
RWTT_Train,RWT143,16,1444374,0.39549117062640793,0.034950791027618805,0.4557442214697897,0.000599446824351757,0.5423291389685762,0.0004940572494057105,0.9696622150417442,0.030337784958255832,3.678184459149777,0.00025284288870875565,0.27119153349478736,0.0001265748299227874,0.2598684714400233,0.0002769486084413086,0.25731155013704554,0.0005868792751921817,0.2562232742822236,0.0010228066299916017,0.2640441066905081,0.001579412146848053,0.43962664897213827,0.2846964626598838,0.16335683476844742,0.07708816784113456,0.03523188575839587,0.11232005359953043,0.45703363752272236
RWTT_Train,RWT145,32,1649777,0.31634487978744225,0.01159831225070361,0.49311765374781175,0.00016966869103141047,0.49409957551125716,0.0002620089962724059,0.9641165379581924,0.03588346204180756,3.629977869736334,9.425950579352784e-05,0.27462438862949357,4.468732307009056e-05,0.2618364973105642,7.372358807471314e-05,0.2581808985922617,0.00013483204054837438,0.2599582081755257,0.0002372120192506746,0.2676463200200955,0.0004327174868793718,0.46872876591193924,0.25695309391053955,0.1460529280371934,0.07985895533381505,0.04840625680651275,0.1282652121403278,0.6061468823899812
RWTT_Train,RWT146,16,1134888,0.4316570643785319,0.019138064236431218,0.49467635449142433,0.0005448998368449143,0.503802879344398,9.375079612061743e-05,0.967706940349643,0.03229305965035701,3.906880678974489,0.0008605240026514011,0.2574412629263857,0.00036809108752966133,0.2515513387891172,0.00041780555057654506,0.25412613102932174,0.0006026448542914623,0.2528778711784548,0.000788477487662168,0.2758839720516621,0.000513981393993348,0.19100011986218685,0.2930053430184267,0.22394826106388033,0.15526030936489477,0.13678596669061124,0.29204627605550604,0.8810105251634859
RWTT_Train,RWT147,16,1266692,0.4167307016119617,0.023474955998489283,0.49697856400766094,0.000516085074215189,0.5143296365620995,0.0002583355403772969,0.9680643083346435,0.03193569166535649,3.8202688577807393,0.0013005085453529754,0.26103898974652084,0.0005677708231261698,0.2509254330784864,0.0006154919126860905,0.2462697360491744,0.0007463992145863885,0.24499584006264377,0.000989819180630867,0.2443068318018378,0.001128260537588851,0.27873827678681007,0.244536154148574,0.18439892554733123,0.15205810130076283,0.1402685422165218,0.2923266435172846,0.9224667480167865
